instagram_comments,offensive_language,offensiveness_levels,antisemitism,apology_for_the_dictatorship,fatphobia,homophobia,partyism,racism,religious_intolerance,sexism,xenophobia,offensive_&_non-hate_speech,non-offensive,specialist_1_hate_speech,specialist_2_hate_speech,specialist_3_hate_speech
Quem conhece as Escolas militares sabe o valor que elas tem na formação de nossos jovens.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@bolsonarosp como eu queria que na minha cidade tivesse escola militar...,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
💪🇧🇷🇧🇷novo Brasilllll,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Lindos 👏👏👏 que Orgulho 😍😍😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que farda linda!!!👏👏👏👏😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
como eu gostaria q tivesse esse colégio em todo o Brasil. 💗,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Quem dera que todos os colégios 🏫 pudessem ser militarizados. 👏👏👏👏👏👏👏👏👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Qui lindo estava precisando de uma educaçao de qualidade no nosso paiz graças ao nosso presidente isto está acontecendo,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Vamos voltar a pauta #reformadaprevidencia e #vetaleiabusodeautoridade 🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que orgulho olha a postura desses alunos 🇧🇷🇧🇷🇧🇷🇧🇷❤️🙏💓💓💓,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Cara, eu era esquerdista quase doente até dois anos atrás. Até o dia que notei que meus amigos mais cultos e inteligentes estavam todos ficando a favor de Jair bolsonaro. Foi quando decidi pesquisar por mim mesmo as notícias, os fatos, etc. E descobri que a mídia distorcida quase tudo que seu pai falava. Corri atrás mais ainda, descobri a verdade por detrás do jogo, convenci numa família inteira a ficar do lado do seu pai, e hj somos 100% bolsonaro. Cara, eu odiava seu pai. Na moral. Pra vc ver como o jogo sempre pode mudar. Fiquem tranquilos. O Brasil está abrindo os olhos e a grande mídia não nos engana mais. TMJ até o fim! ✊✊🇧🇷🇧🇷🇧🇷🇧🇷",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
ok colejo Militar de grande estilos categorias se,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
N apareci,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
E os médicos brasileiros formados fora nadaaaaaaaaa,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns Deputado. 👏👏👏💙,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Colégio Militar! Orgulho!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Amo demais 😍😍👏👏🇧🇷🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns 👏👏👏🙏🙏🇧🇷🇧🇷🤔😘😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"O povo polonês é um grande exemplo de coragem e lealdade para o mundo. Um povo muito amigável, gentil. Foi uma ótima experiência conviver com alguns poloneses.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Parabéns esse. Alunos👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Lindo,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Obrigada! Os alunos amaram! 🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Sérgio Moro 👏🏻,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Postura 🇧🇷❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que bonitinhos!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Lindos👍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Precisamos de muitos colégios assim no Brasil...Parabéns,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Orgulho do CPM, já estudei em um colégio militar no interior da Bahia, e os valores que a corporação passa para vc e sua família é algo extraordinário! 👏🏻 @bolsonarosp",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
#EduardoEmbaixadorSIM👏👏👏👏🇧🇷🇧🇷🇧🇷🇧🇷,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@bolsonarosp traz colégio militar pra Resende 🙏🏻,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Relembrando com carinho de Qdo minhas filhas (2) estudaram no CMBH. melhor escola de BH.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Muito legal👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Queria um colégio militar na minha cidade,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que lindo parabéns 👏👏👏👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
O Brasil certamente seria outro se todas as escolas públicas fosse colégio Militar! @bolsonarosp,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Com os valores da família e lapidadas pelo COLÉGIO, hoje são duas cidadãs da melhor qualidade.Graças a DEUS.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Demais👍🙌👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Força e fé meu PRESIDENTE! !!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
A audiência desse programa deve ser zero.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Maaaano! Quero ver essa!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu presidente e meu muso vegano 🧡,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"@matthews_salles Que bobagem! O Glen ñ precisa da proteçao de ninguem! O flavinho, sim!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@anthonymelo86 Vc gostou?acabou de falar!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"@iltonh Acho q vc esta chamando a pessoa errada, ou ñ?",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
amo ♥️♥️♥️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Dois feras ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Será que o nosso próximo presidente será um vegano?! 💚🌱💚🌱,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Bate papo com pessoas sensatas....que enxergam o óbvio e tbm muito na frente..... parabéns!!!!👏👏👏👏👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Haddad é a esperança de um Brasil melhor.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Urgente Lula livre já Haddad presidente 2022ja Brasil,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Dois seres humanos incríveis e queridos.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Toda vez que o João Gordo falava professor era uma tristeza por lembrar que deveria ser presidente 😢 #forabolsonaro,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
4 anos,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Aii meu coração 💜,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
#Haddad_livre! Ops..ainda falta a segunda instância...,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Ah que demais!!!😘,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Professor 👏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Dois maravilhosos 😍❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Eu amo presi 💙,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Dois queridos!❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
João Gordo é uma personalidade muito forte e faz muita falta na TV aberta,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Haddad 2022 por favor!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Vai bater papo c lula em breve0,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
O amor da minha vida! ♥️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Presidente ♥️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Ah para! Ameiiiiiiiiiiiiiiiiiiiiiiii,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
E seu posicionamento sobre a Amazônia?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
ENTREVISTA PERFEITA,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Foi uma honra professor!🤓🤘,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Querooooooo,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Entrevista foi show! ❤️❤️❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Um dos melhores episódios do Panelaço ❤,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu presidente!!! 🙏🏾🙏🏾🤟🏽🤗🤙🤙💥💥💥💥💥,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que bom que eles está bem! Já quero ver esse panelaço💚,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Foi ótimo!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Boa professor 😉,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Te vendo e pensando em tudo de bom que estaríamos vivendo com você na presidência.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Tô te assistindo, professor, presidente",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
cara eu acho você incrível.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Estou assistindo ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Foda,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@fernandohaddadoficial boa noite voce tem muita competencia pra ser nosso presidente grande professor 👍👏😍🙏🙏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Prof. Fernando Haddad Deus que te abençoe! Boa noite! !,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu orgulho,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
to chorando,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Vou assistir. ❤️ ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
COMO NÃO TE AMAR,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Estava falando sobre ele hoje com a minha mãe, fico feliz em saber que ele está se recuperando",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Professor estamos contigo nós te amamos.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
#Haddad2022,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Graças a Deus 😅 João está em casa . Abraço 🤗🤗a duas pessoas incrível 👏 👏👏👏.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Ohhh! Que lindos! Adoro ambos! ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
"Q top, o Haddad é professor, gênio, prefeito, capacitado pra ser presidente, etc e tem um cara q acha q indíos jogaram fogo na casa deles mesmos",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Haddad era pra ser nosso presidente.nossa Amazonia nao.estaria .morrendo mas um louco faze.o.que🙏😍😍❤❤,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Deixe sua risada aqui,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Pra ganhar a eleição teve que prender Lula sem provas .....,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Que massa! 🤘🏻,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"te amo, lindo",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Meu presidente!💖💖,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@erichlotto programa pra hoje a noite 🥰,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Saudades de Haddad,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
❤️ maravilhosos,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Bom caráter, pessoa e família maravilhosa",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"tava com saudade das suas postagens! ❤️ te amamos, professor 🙂",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Fico feliz em saber! Você e João Gordo valem sempre a pena!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Professô!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Haddad foi morar na Russia, não chavinho, Haddad foi morar com Lula.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Aiiii amo vcszinhos. ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Lula livre e Haddad LIVRE ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Grande encontro!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Sensacional!Vai ser demais!🙂,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Fala Haddad nosso próximo Presidente.😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Glória a Deus pela sua recuperação João Gordo!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Amooo os 2 ❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu presidente. ❤️❤️❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
preciso assistir 🖤,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@aparettos óia que perfeição,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
O que houve com João Gordo?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Haddad vem pro veganismo, vamos salvar esse planeta <3",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
@joaolattari programa pra hj,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Uaaaaauuu! Você é maravilhoso, HADDAD ❤️❤️",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Que lindeza💜💜,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Salve João gordo 💚,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Você. Não. Está. Sozinho. Seguro firme a sua mão. 💓💓💓💓💓💓💓💓,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"@manueladavila concordo em td o que vc diz e faz ate hoje. Sou argentina e sai muito triste do meu pais a 10 anos por que a pessoa que essa pessoa que vc arenga tirou as nossas oportunidades de prosperar. Eu nao queria um “bolsa-nada” so queria trabalhar para junto ao meu esposo criarmos um futuro para nosso filho. Macri não, mas Kirchner muito menos. Sugiro vc se informar ao respeito de sua xará Manuela Castañeira se quiser se identificar com alguem AUTENTICAMENTE POPULAR e não uma aproveitadora como é tristemente celebre expresidente.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Achei que o impeachment viria logo, mas tá demorando .🤣🤣",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
👏👏👏👏👏👏 Vitória Cristina!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Eu sou argentina, moro em Buenos Aires e somos muitas as pessoas que não gostamos do Macri e ficamos contentes com os resultados das eleções. Ele é o pior presidente que a gente teve. Força para vocês! (E para nós)",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Meu jesus,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"À vitória, Cristina!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Vitória para Cristina❤️❤️❤️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Ele é sempre lamentável,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
America Latina vai voltar ✊🏻✌🏻 Viva Argentina 🇦🇷 Viva Brasil 🇧🇷 #LulaLivre!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Inacreditável.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
À Vitória!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"Heloooo, a ditadura é aqui se não percebeu.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"E ainda diz que não quer os irmãos argentinos vindo pro Br. Como a pessoa chama de irmão e diz que não quer que venha pro seu país? Só deve comer vista no café da manhã, almoço e jantar mesmo...",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Cada dia me pergunto: até quando? Nāo acredito que teremos que suportar tanto desrespeito por 4 eternos anos,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Dá-lhe Cristina, dá-lhe Manu... Lula livre já👏❤️",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Obrigado Manu,o povo argentino te abraça !🌷🌷❤❤",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Tô começando a achar k ele pode tudo. Ngm faz nada! Ele fala e faz o q quer, trata todos os opositores como quer... só vejo indignação nas redes sociais. As pessoas estão anestesiadas",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Com certeza Manu!!!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Queridos irmãos brasileiros, ninguém vai embora da Argentina porque a esperança está voltando para o meu país. Não é a esquerda que volta, é a esperança! E se fosse a esquerda seria muito melhor do que estamos vivendo agora! 4 anos de Macri já foram suficientes.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Nossa Argentina parece que já se arrempeu de coloca a direita no poder.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Que venham Los Hermanos 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Manu, salva a gente 😔",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Amanhã, 13 de agosto!!! Vamos às ruasssss!!!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Só li verdades😍👏🏻,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Quanto preconceito em uma frase!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Pra cima deles, Cristina!!!!!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Eu quero ver se o Tramp perder,vai,ser melhor ainda.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Como um presidente faz esse tipo de comentário? Depreciando um estado 🤦🏼‍♀️,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"O mais engraçado é que o povo vem aqui criticar o socialismo (regime de outros paises, nunca no Brasil) e a 7nica coisa que sabem é que no socialismo vc trabalha para todos, que tem que dividir e se irrritam com isso....qdo vc vai ver a vida da pessoa, ela nao tem nada pra dividir, sairia ganhando num sistema socialista e nem sabe kkkkkkk. Só para sossegar os bobinho de plantao... Brasil é um pais capitalista...e programas sociais não é socialismo...talkey?",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Melhor legenda da história 😂,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
É de amargar!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Onde chegamos, sonho o dia de ver esse M fora de Brasília",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Achei que era meme. Putz,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Cada dia uma nova decepção com esse presidente. Até quando? 🙄🙄🙄🙄,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
À vitória! ✊,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Morri ja na tua primeira frase, HAHAHAHAHAHHA 😂😂😂😂",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Argentina é top, fui lá e gostei muito, gostaria de morar perto da fronteira do Brasil, na Argentina",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Tá mais fácil os brasileiros começarem a migrar pra lá... Como, aliás, já estão fazendo. Portugal que o diga!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Viva Argentina 😍,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Oque tem ave Rio Grande do Sul com Roraima kkkkkk!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Já não bastava rebaixar os enfermeiros, agora isso!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Manu cê é um ícone,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
🤣🤣🤣 tomara!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Força Manu 👊🙏,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
A esquerda resiste!!! 💪🏻✊🏻,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Depois do que ele falou dos Paraíba, eu espero qualquer coisa dele!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Vamos torcer para ele ter que ir ao dentista novamente,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
"À vitoria, Cristina!",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Eita. A bolsa de valores despenca 30% só com esta notícia. Desejo sorte aos argentinos. Vcs irão precisar!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Manuela estamos mais do q felizes com o acontecido na Argentina!!!!! Te admiro muito,um beijo desde Cordoba Argentina !",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Deus é mais,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"Se nossos hermanos precisassem vir para cá, teria sido na época atual do Macri, primeiramente. Agora, se quiserem vir mesmo, nós gaúchos os receberemos de portas e porteiras abertas.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"A Argentina ta cheia de brasileiros fazendo faculdade de graça, e um ensino de qualidade. Eu moro na Argentina e a educação aqui é super humanizada. Meus filhos estudam aqui, e amam a escola. No Brasil essa competição e obrigação de ter que fazer um vestibular para ter acesso a universidade é ridiculo e as escolas privadas querem nome em cima dos alunos.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"👏👏 não é mas novidade essas frases , entretanto não podemos desistir....resistência, persistência....🙌",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
"E o Brasil virou um país governado pela ditadura militar, com o chefe @jairmessiasbolsonaro",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Acha que pode intervir nas eleições dos argentinos.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Dá-lhe Cristina!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Mais fácil ser ao contrário,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Prejudicando o meio ambiente de novo ??! 🤪,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Jesus, é cada uma desse cidadão. É de assustar.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Tentando entender a relação Argentina - RS além da proximidade geográfica.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
não vejo preconceito,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Só ele não percebe que faz propagando a favor do projeto contrário ao dele. Quanto mais falar melhor 😂,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
E ele quer decidir até as eleições vizinhas.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Que dia é o impeachment desse senhor mesmo? Já deu 💩💩💩💩💩💩💩💩💩💩💩💩💩💩,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
E o pior é que ele ganhou no estado e mesmo que tivesse perdido era dever dele respeitar!😒😒,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Bem capaz de acreditarem🤔,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Tem que rir para não chorar...😢😂,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Uma coisa não podemos fugir...o Brasil esta abandonado e quem discorda é porque tem vergonha do que fez.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Como elegeram esse senhor??🤮🤮🤮,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Só rindo...,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Se ele trata assim um dos estados em que venceu (Roraima), imagina como trata outras localidades, como o Nordeste, por exemplo.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Absurdo,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Faça justiça Senhor,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Bobagem, as fake news vão continuar... 😂😂😂😂",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Inacreditável!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Não há o que fazer pra reverter??,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
@carla.zambelli Era bom apagar este post..... pq ele sim é uma #fakenews 🤔,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Nem sei mais o que falar.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Querem nos amedrontar, não podemos aceitar isso. Vou continuar postando normalmente.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
O texto não é bem assim. Deputado Hélio Lopes se manifestou.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Cadê o PSL para apoiar o Presidente no Congresso? Quem mais joga contra é o próprio partido. Acordem!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Como pode mesmo, isso não pode acontecer 😠",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Desanimador.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Carla, está confuso isso. Publica pra nós o trecho da lei que fala dessa punição, por favor.",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Acho que a verdade é o que prevalece sempre....acusou, tem que provar, se não provar, é no mínimo equívoco, senão....falso! Acho que não é tão ruim assim",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Não podemos mais nem compartilhar?Como vamos saber o que é mentira ou verdade?Eu disser que a esposa do Macron é muito feia,eu@poço ser punida?é FAKE?",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Quem irá julgar os Fake News? 🤔,False,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True
"E se políticos fizerem fake serão punidos com prisão também, ou essa lei é só pra pessoas comuns",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,False
Já estão preocupados com 2022,False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
Vai ficar assim?,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Vamos ver se pega a turma da esquerda,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Sim. Fim dos tempos, com certeza.!😨",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"E os votos dos Conselhos, perderam tb??? 🇧🇷🇧🇷🇧🇷",False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Isso é o primeiro passo pra censurar as redes sociais.,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Tá difícil viver nesse país,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Não tô entendendo mais nada!😠,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
Quem não deve não teme!!,False,0,False,False,False,False,False,False,False,False,False,False,True,True,True,True
"Vou ser presa ,com certeza.😳😳",False,0,False,False,False,False,False,False,False,False,False,False,True,True,False,True
